_id,Year,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
4510,2013,S08000016,"",75plus years,"",All,d,Stroke,49,"",434.435676921713,"",484.6344659856344
4511,2013,S08000016,"",under75 years,"",All,d,Stroke,9,"",8.77184432900264,"",7.252825016460674
4512,2013,S08000016,"",All,d,All,d,Stroke,58,"",50.9308043554619,"",50.2171727036863
4513,2013,S08000017,"",0-44 years,"",All,d,Stroke,0,"",0,"",0
4514,2013,S08000017,"",45-64 years,"",All,d,Stroke,6,"",13.2831525348683,"",12.683023359912491
4515,2013,S08000017,"",65-74 years,"",All,d,Stroke,11,"",56.7068769976286,"",57.16952179637487
4516,2013,S08000017,"",75plus years,"",All,d,Stroke,78,"",498.466257668712,"",507.426737070344
4517,2013,S08000017,"",under75 years,"",All,d,Stroke,17,"",12.6270128944085,"",10.28989118571008
4518,2013,S08000017,"",All,d,All,d,Stroke,95,"",63.2153313814213,"",55.032207315327135
4519,2013,S08000019,"",0-44 years,"",All,d,Stroke,1,"",0.612985484503727,"",0.5907292637150457
4520,2013,S08000019,"",45-64 years,"",All,d,Stroke,14,"",16.7184141390017,"",17.928757117058108
4521,2013,S08000019,"",65-74 years,"",All,d,Stroke,16,"",53.3653525448603,"",56.14634112034325
4522,2013,S08000019,"",75plus years,"",All,d,Stroke,127,"",556.724530948624,"",575.2004783880836
4523,2013,S08000019,"",under75 years,"",All,d,Stroke,31,"",11.1970757572474,"",12.049978303365451
4524,2013,S08000019,"",All,d,All,d,Stroke,158,"",52.7246637968432,"",62.7335233109901
4525,2013,S08000020,"",0-44 years,"",All,d,Stroke,2,"",0.612184304206624,"",0.7055969608272105
4526,2013,S08000020,"",45-64 years,"",All,d,Stroke,9,"",5.77219086711134,"",5.912413022039399
4527,2013,S08000020,"",65-74 years,"",All,d,Stroke,36,"",67.5409466989362,"",70.99647816025575
4528,2013,S08000020,"",75plus years,"",All,d,Stroke,194,"",448.243992606285,"",462.43953799241257
4529,2013,S08000020,"",under75 years,"",All,d,Stroke,47,"",8.76996566651739,"",10.332353864301083
4530,2013,S08000020,"",All,d,All,d,Stroke,241,"",41.6091160220994,"",51.02200043583112
4531,2013,S08000022,"",0-44 years,"",All,d,Stroke,3,"",1.90033382530865,"",1.9180096899226504
4532,2013,S08000022,"",45-64 years,"",All,d,Stroke,17,"",17.7208856273194,"",17.475308161370716
4533,2013,S08000022,"",65-74 years,"",All,d,Stroke,26,"",68.3580912317602,"",70.84847256138308
4534,2013,S08000022,"",75plus years,"",All,d,Stroke,151,"",518.081383380224,"",513.114003143319
4535,2013,S08000022,"",under75 years,"",All,d,Stroke,46,"",15.76238546571,"",14.40194671897439
4536,2013,S08000022,"",All,d,All,d,Stroke,197,"",61.3745404698112,"",59.28603179716539
4537,2013,S08000024,"",0-44 years,"",All,d,Stroke,4,"",0.799756873910331,"",0.8870794916491435
4538,2013,S08000024,"",45-64 years,"",All,d,Stroke,23,"",10.6050895207883,"",11.077675713270512
4539,2013,S08000024,"",65-74 years,"",All,d,Stroke,32,"",44.3477417298391,"",45.83422656255588
4540,2013,S08000024,"",75plus years,"",All,d,Stroke,245,"",404.731225427033,"",395.9821745028387
4541,2013,S08000024,"",under75 years,"",All,d,Stroke,59,"",7.47605760872595,"",9.040879976456692
4542,2013,S08000024,"",All,d,All,d,Stroke,304,"",35.7764910794144,"",43.86559648383107
4543,2013,S08000025,"",0-44 years,"",All,d,Stroke,,c,,c,11.334309827718489
4544,2013,S08000025,"",45-64 years,"",All,d,Stroke,,c,,c,14.974543276430069
4545,2013,S08000025,"",65-74 years,"",All,d,Stroke,,c,,c,78.65660744706743
4546,2013,S08000025,"",75plus years,"",All,d,Stroke,,c,,c,478.3427834988631
4547,2013,S08000025,"",under75 years,"",All,d,Stroke,,c,,c,20.16233522765278
4548,2013,S08000025,"",All,d,All,d,Stroke,13,"",60.2968460111317,"",61.39857557206172
4549,2013,S08000026,"",0-44 years,"",All,d,Stroke,,c,,c,8.533879501621437
4550,2013,S08000026,"",45-64 years,"",All,d,Stroke,0,"",0,"",0
4551,2013,S08000026,"",65-74 years,"",All,d,Stroke,0,"",0,"",0
4552,2013,S08000026,"",75plus years,"",All,d,Stroke,,c,,c,914.7488530537026
4553,2013,S08000026,"",under75 years,"",All,d,Stroke,,c,,c,5.064060363599534
4554,2013,S08000026,"",All,d,All,d,Stroke,14,"",60.3448275862069,"",86.9356917057088
4555,2013,S08000028,"",0-44 years,"",All,d,Stroke,0,"",0,"",0
4556,2013,S08000028,"",45-64 years,"",All,d,Stroke,0,"",0,"",0
4557,2013,S08000028,"",65-74 years,"",All,d,Stroke,,c,,c,33.25352487363661
4558,2013,S08000028,"",75plus years,"",All,d,Stroke,,c,,c,353.46988160873326
4559,2013,S08000028,"",under75 years,"",All,d,Stroke,,c,,c,3.836945177727301
4560,2013,S08000028,"",All,d,All,d,Stroke,11,"",40.1459854014599,"",35.303909456517836
4561,2013,S08000029,"",0-44 years,"",All,d,Stroke,1,"",0.511265740593989,"",0.5157540766675802
4562,2013,S08000029,"",45-64 years,"",All,d,Stroke,8,"",7.82090135888161,"",7.924212184471207
4563,2013,S08000029,"",65-74 years,"",All,d,Stroke,21,"",53.8268313938586,"",55.15049182512815
4564,2013,S08000029,"",75plus years,"",All,d,Stroke,147,"",489.95100489951,"",492.9303732341592
4565,2013,S08000029,"",under75 years,"",All,d,Stroke,30,"",8.9047987960712,"",8.977170408707494
4566,2013,S08000029,"",All,d,All,d,Stroke,177,"",48.2420278004906,"",52.53295866299814
4567,2013,S08000030,"",0-44 years,"",All,d,Stroke,1,"",0.459890638006282,"",0.6211290351204103
4568,2013,S08000030,"",45-64 years,"",All,d,Stroke,8,"",7.10700484164705,"",7.144247588749769
4569,2013,S08000030,"",65-74 years,"",All,d,Stroke,21,"",47.8142076502732,"",50.05528520101272
4570,2013,S08000030,"",75plus years,"",All,d,Stroke,172,"",449.884913161749,"",465.3986515832712
4571,2013,S08000030,"",under75 years,"",All,d,Stroke,30,"",8.02293489655763,"",8.224659600098953
4572,2013,S08000030,"",All,d,All,d,Stroke,202,"",49.0100931677019,"",49.370318878584456
4573,2013,S08000031,"",0-44 years,"",All,d,Stroke,3,"",0.461338311686315,"",0.4685296788333206
4574,2013,S08000031,"",45-64 years,"",All,d,Stroke,47,"",15.5024952420533,"",16.443712459853266
4575,2013,S08000031,"",65-74 years,"",All,d,Stroke,93,"",94.5756299957288,"",100.1145384948486
4576,2013,S08000031,"",75plus years,"",All,d,Stroke,395,"",458.625053699769,"",454.5090176332592
4577,2013,S08000031,"",under75 years,"",All,d,Stroke,143,"",13.5958311188608,"",16.618259747681552
4578,2013,S08000031,"",All,d,All,d,Stroke,538,"",47.279246344207,"",56.02842795738353
4579,2013,S08000032,"",0-44 years,"",All,d,Stroke,2,"",0.557684049678495,"",0.5930766252109311
4580,2013,S08000032,"",45-64 years,"",All,d,Stroke,24,"",13.0374555232637,"",13.471953684579796
4581,2013,S08000032,"",65-74 years,"",All,d,Stroke,50,"",80.3225754630596,"",84.47975844599837
4582,2013,S08000032,"",75plus years,"",All,d,Stroke,227,"",476.590384211631,"",500.80206160178653
4583,2013,S08000032,"",under75 years,"",All,d,Stroke,76,"",12.5628140703518,"",14.02275136357954
4584,2013,S08000032,"",All,d,All,d,Stroke,303,"",46.4303774192065,"",57.832889285018176
4585,2013,S92000003,d,0-44 years,"",All,d,Stroke,20,"",0.68567870878471,"",0.7278600920842669
4586,2013,S92000003,d,45-64 years,"",All,d,Stroke,167,"",11.4072284943005,"",11.688371275636134
4587,2013,S92000003,d,65-74 years,"",All,d,Stroke,341,"",65.2878985720905,"",68.23144290976569
4588,2013,S92000003,d,75plus years,"",All,d,Stroke,1955,"",460.437686648014,"",468.6281590548287
4589,2013,S92000003,d,under75 years,"",All,d,Stroke,528,"",10.7686885695266,"",11.708532245378548
4590,2013,S92000003,d,All,d,All,d,Stroke,2483,"",46.6054770351183,"",52.831298658229066
4591,2014,S08000015,"",0-44 years,"",All,d,Stroke,1,"",0.540648670274596,"",0.7180901264659297
4592,2014,S08000015,"",45-64 years,"",All,d,Stroke,12,"",11.1013460382071,"",11.040857228266946
4593,2014,S08000015,"",65-74 years,"",All,d,Stroke,25,"",56.7472477584837,"",58.504717592599306
4594,2014,S08000015,"",75plus years,"",All,d,Stroke,141,"",414.376818408911,"",435.0855661581635
4595,2014,S08000015,"",under75 years,"",All,d,Stroke,38,"",11.2721846977126,"",10.39185844066513
4596,2014,S08000015,"",All,d,All,d,Stroke,179,"",48.229778520235,"",48.614292135239985
4597,2014,S08000016,"",0-44 years,"",All,d,Stroke,1,"",1.89530343808044,"",2.4412359628932134
4598,2014,S08000016,"",45-64 years,"",All,d,Stroke,3,"",8.58418221357445,"",8.570322600038251
4599,2014,S08000016,"",65-74 years,"",All,d,Stroke,4,"",27.0965993767782,"",26.79001474301038
4600,2014,S08000016,"",75plus years,"",All,d,Stroke,62,"",535.961272475795,"",517.2220324479958
4601,2014,S08000016,"",under75 years,"",All,d,Stroke,8,"",7.80701069560465,"",7.035554348339079
4602,2014,S08000016,"",All,d,All,d,Stroke,70,"",61.3819712381621,"",52.9523373773082
4603,2014,S08000017,"",0-44 years,"",All,d,Stroke,1,"",1.44900236187385,"",1.4654039071855034
4604,2014,S08000017,"",45-64 years,"",All,d,Stroke,5,"",11.0712545945707,"",10.889428689950952
4605,2014,S08000017,"",65-74 years,"",All,d,Stroke,7,"",35.2006436689128,"",36.35902696155797
4606,2014,S08000017,"",75plus years,"",All,d,Stroke,77,"",484.307189131392,"",499.8970827310547
4607,2014,S08000017,"",under75 years,"",All,d,Stroke,13,"",9.69707819574671,"",8.235950048000836
4608,2014,S08000017,"",All,d,All,d,Stroke,90,"",60.0160042678047,"",52.4854519894757
4609,2014,S08000019,"",0-44 years,"",All,d,Stroke,0,"",0,"",0
4610,2014,S08000019,"",45-64 years,"",All,d,Stroke,7,"",8.27599252796103,"",8.448438513103712
4611,2014,S08000019,"",65-74 years,"",All,d,Stroke,16,"",52.1529384921282,"",53.13791215789365
4612,2014,S08000019,"",75plus years,"",All,d,Stroke,102,"",434.282794737514,"",449.63568196219023
4613,2014,S08000019,"",under75 years,"",All,d,Stroke,23,"",8.30585779649204,"",8.591557123682767
4614,2014,S08000019,"",All,d,All,d,Stroke,125,"",41.6111850865513,"",48.28552835914845
4615,2014,S08000020,"",0-44 years,"",All,d,Stroke,2,"",0.608611240441,"",0.6419108201147725
4616,2014,S08000020,"",45-64 years,"",All,d,Stroke,10,"",6.38802118267824,"",6.53706728782982
4617,2014,S08000020,"",65-74 years,"",All,d,Stroke,28,"",50.8711687651024,"",52.15496111940699
4618,2014,S08000020,"",75plus years,"",All,d,Stroke,191,"",433.903541652468,"",436.5808788285474
4619,2014,S08000020,"",under75 years,"",All,d,Stroke,40,"",7.40465123167118,"",8.302445705136938
4620,2014,S08000020,"",All,d,All,d,Stroke,231,"",39.5398993529835,"",46.84750468624388
4621,2014,S08000022,"",0-44 years,"",All,d,Stroke,1,"",0.641720838600792,"",0.7893656657510025
4622,2014,S08000022,"",45-64 years,"",All,d,Stroke,11,"",11.488490621214,"",11.384143583627488
4623,2014,S08000022,"",65-74 years,"",All,d,Stroke,18,"",45.9207102403184,"",48.06528501448671
4624,2014,S08000022,"",75plus years,"",All,d,Stroke,168,"",560.878709978967,"",576.7172590726128
4625,2014,S08000022,"",under75 years,"",All,d,Stroke,30,"",10.3171846466536,"",9.329571907349374
4626,2014,S08000022,"",All,d,All,d,Stroke,198,"",61.734168927135,"",60.394463752223075
4627,2014,S08000024,"",0-44 years,"",All,d,Stroke,5,"",0.993998238635121,"",0.9893951496811744
4628,2014,S08000024,"",45-64 years,"",All,d,Stroke,14,"",6.39079725195718,"",6.736053681105484
4629,2014,S08000024,"",65-74 years,"",All,d,Stroke,32,"",43.034467919149,"",45.540721133944665
4630,2014,S08000024,"",75plus years,"",All,d,Stroke,287,"",465.327431619566,"",463.4154380136745
4631,2014,S08000024,"",under75 years,"",All,d,Stroke,51,"",6.40347143486728,"",7.8034102476758
4632,2014,S08000024,"",All,d,All,d,Stroke,338,"",39.3884305225376,"",48.80849274661567
4633,2014,S08000025,"",0-44 years,"",All,d,Stroke,0,"",0,"",0
4634,2014,S08000025,"",45-64 years,"",All,d,Stroke,,c,,c,30.415064598115706
4635,2014,S08000025,"",65-74 years,"",All,d,Stroke,,c,,c,72.9235032450959
4636,2014,S08000025,"",75plus years,"",All,d,Stroke,,c,,c,286.69253183211316
4637,2014,S08000025,"",under75 years,"",All,d,Stroke,,c,,c,17.271384570588715
4638,2014,S08000025,"",All,d,All,d,Stroke,9,"",41.7052826691381,"",41.51928782412591
4639,2014,S08000026,"",0-44 years,"",All,d,Stroke,0,"",0,"",0
4640,2014,S08000026,"",45-64 years,"",All,d,Stroke,,c,,c,30.17664502476568
4641,2014,S08000026,"",65-74 years,"",All,d,Stroke,,c,,c,80.48527086572405
4642,2014,S08000026,"",75plus years,"",All,d,Stroke,,c,,c,571.8430757653197
4643,2014,S08000026,"",under75 years,"",All,d,Stroke,,c,,c,18.074466343366957
4644,2014,S08000026,"",All,d,All,d,Stroke,14,"",60.2928509905254,"",67.91364119134269
4645,2014,S08000028,"",0-44 years,"",All,d,Stroke,0,"",0,"",0
4646,2014,S08000028,"",45-64 years,"",All,d,Stroke,0,"",0,"",0
4647,2014,S08000028,"",65-74 years,"",All,d,Stroke,,c,,c,25.828871982718137
4648,2014,S08000028,"",75plus years,"",All,d,Stroke,,c,,c,385.7686684427304
4649,2014,S08000028,"",under75 years,"",All,d,Stroke,,c,,c,2.9802544595444007
4650,2014,S08000028,"",All,d,All,d,Stroke,15,"",55.045871559633,"",37.43121171803114
4651,2014,S08000029,"",0-44 years,"",All,d,Stroke,0,"",0,"",0
4652,2014,S08000029,"",45-64 years,"",All,d,Stroke,5,"",4.86537507176428,"",4.996606579315162
4653,2014,S08000029,"",65-74 years,"",All,d,Stroke,15,"",37.2504221714513,"",39.828250461248075
4654,2014,S08000029,"",75plus years,"",All,d,Stroke,115,"",373.267551689441,"",379.3692477223467
4655,2014,S08000029,"",under75 years,"",All,d,Stroke,20,"",5.94457869284659,"",6.0506231230215
4656,2014,S08000029,"",All,d,All,d,Stroke,135,"",36.7597004765146,"",39.649299336960766
4657,2014,S08000030,"",0-44 years,"",All,d,Stroke,0,"",0,"",0
4658,2014,S08000030,"",45-64 years,"",All,d,Stroke,11,"",9.73425484279178,"",9.898929430761244
4659,2014,S08000030,"",65-74 years,"",All,d,Stroke,20,"",44.5186421814135,"",45.195715325562546
4660,2014,S08000030,"",75plus years,"",All,d,Stroke,153,"",392.026237573025,"",383.70086715924555
4661,2014,S08000030,"",under75 years,"",All,d,Stroke,31,"",8.27169585774818,"",8.097545503665712
4662,2014,S08000030,"",All,d,All,d,Stroke,184,"",44.4659255679072,"",41.9018444526679
4663,2014,S08000031,"",0-44 years,"",All,d,Stroke,2,"",0.307765224376237,"",0.3575397992873721
4664,2014,S08000031,"",45-64 years,"",All,d,Stroke,34,"",11.1218695208437,"",11.84044465718832
4665,2014,S08000031,"",65-74 years,"",All,d,Stroke,77,"",77.2285966460724,"",78.7553337660188
4666,2014,S08000031,"",75plus years,"",All,d,Stroke,315,"",360.676009892828,"",356.4676785498871
4667,2014,S08000031,"",under75 years,"",All,d,Stroke,113,"",10.7083223565132,"",12.74736194637589
4668,2014,S08000031,"",All,d,All,d,Stroke,428,"",37.4587559842113,"",43.6821904406919
4669,2014,S08000032,"",0-44 years,"",All,d,Stroke,3,"",0.845008534586199,"",0.8913065085091649
4670,2014,S08000032,"",45-64 years,"",All,d,Stroke,22,"",11.8338739262104,"",12.435736456067586
4671,2014,S08000032,"",65-74 years,"",All,d,Stroke,51,"",80.1622105908426,"",85.84906047367453
4672,2014,S08000032,"",75plus years,"",All,d,Stroke,226,"",463.627784843885,"",507.2411321884399
4673,2014,S08000032,"",under75 years,"",All,d,Stroke,76,"",12.5712508725441,"",14.05596376394361
4674,2014,S08000032,"",All,d,All,d,Stroke,302,"",46.2268483085872,"",58.44262892214828
4675,2014,S92000003,d,0-44 years,"",All,d,Stroke,16,"",0.550514145805048,"",0.5960738064240233
4676,2014,S92000003,d,45-64 years,"",All,d,Stroke,138,"",9.37006034862056,"",9.64939159580136
4677,2014,S92000003,d,65-74 years,"",All,d,Stroke,298,"",55.6788711762815,"",57.79745014265455
4678,2014,S92000003,d,75plus years,"",All,d,Stroke,1866,"",430.710140846371,"",437.6525460608862
4679,2014,S92000003,d,under75 years,"",All,d,Stroke,452,"",9.1975316429681,"",9.83263834432424
4680,2014,S92000003,d,All,d,All,d,Stroke,2318,"",43.3465479841424,"",48.336430038814825
4681,2015,S08000015,"",0-44 years,"",All,d,Stroke,1,"",0.546498855084899,"",0.5861880692304857
4682,2015,S08000015,"",45-64 years,"",All,d,Stroke,11,"",10.1382488479263,"",10.170649032306844
4683,2015,S08000015,"",65-74 years,"",All,d,Stroke,28,"",62.711370915362,"",64.79247008288995
4684,2015,S08000015,"",75plus years,"",All,d,Stroke,153,"",444.018805502351,"",449.2818326023081
4685,2015,S08000015,"",under75 years,"",All,d,Stroke,40,"",11.9000868706342,"",10.785684516098042
4686,2015,S08000015,"",All,d,All,d,Stroke,193,"",52.0791170835694,"",50.25033784385694
4687,2015,S08000016,"",0-44 years,"",All,d,Stroke,0,"",0,"",0
4688,2015,S08000016,"",45-64 years,"",All,d,Stroke,3,"",8.55920114122682,"",8.559729638423924
4689,2015,S08000016,"",65-74 years,"",All,d,Stroke,8,"",53.011728845007,"",55.1083632572619
4690,2015,S08000016,"",75plus years,"",All,d,Stroke,47,"",403.191215578622,"",421.4126540627416
4691,2015,S08000016,"",under75 years,"",All,d,Stroke,11,"",10.7450206597443,"",8.85132581999433
4692,2015,S08000016,"",All,d,All,d,Stroke,58,"",50.8638077698851,"",45.98184536184158
4693,2015,S08000017,"",0-44 years,"",All,d,Stroke,1,"",1.46651219404889,"",1.4340618367464006
4694,2015,S08000017,"",45-64 years,"",All,d,Stroke,2,"",4.43066016836509,"",4.668997757916833
4695,2015,S08000017,"",65-74 years,"",All,d,Stroke,6,"",29.673590504451,"",30.258152813903767
4696,2015,S08000017,"",75plus years,"",All,d,Stroke,68,"",421.810061410582,"",430.307963107112
4697,2015,S08000017,"",under75 years,"",All,d,Stroke,9,"",6.73909950654816,"",5.701960267198805
4698,2015,S08000017,"",All,d,All,d,Stroke,77,"",51.4465156678025,"",43.91650052279099
4699,2015,S08000019,"",0-44 years,"",All,d,Stroke,1,"",0.618325944338299,"",0.7244244726189839
4700,2015,S08000019,"",45-64 years,"",All,d,Stroke,8,"",9.35027291109059,"",9.900531042939564
4701,2015,S08000019,"",65-74 years,"",All,d,Stroke,20,"",63.5465319480189,"",65.22470777291032
4702,2015,S08000019,"",75plus years,"",All,d,Stroke,98,"",410.196308233226,"",426.14059417145063
4703,2015,S08000019,"",under75 years,"",All,d,Stroke,29,"",10.4032515542099,"",10.838927755767934
4704,2015,S08000019,"",All,d,All,d,Stroke,127,"",41.9626631422435,"",48.21607773317938
4705,2015,S08000020,"",0-44 years,"",All,d,Stroke,0,"",0,"",0
4706,2015,S08000020,"",45-64 years,"",All,d,Stroke,7,"",4.45828636210202,"",4.501319190716509
4707,2015,S08000020,"",65-74 years,"",All,d,Stroke,33,"",58.8445078459344,"",58.172675225082315
4708,2015,S08000020,"",75plus years,"",All,d,Stroke,188,"",422.985195518157,"",420.49353762739105
4709,2015,S08000020,"",under75 years,"",All,d,Stroke,40,"",7.361412213319,"",8.023055477113756
4710,2015,S08000020,"",All,d,All,d,Stroke,228,"",38.7873838930285,"",45.145398870638715
4711,2015,S08000022,"",0-44 years,"",All,d,Stroke,1,"",0.645694509013895,"",0.689959706353149
4712,2015,S08000022,"",45-64 years,"",All,d,Stroke,12,"",12.5356482497101,"",12.33932110468956
4713,2015,S08000022,"",65-74 years,"",All,d,Stroke,27,"",67.6047874205018,"",71.13235145097215
4714,2015,S08000022,"",75plus years,"",All,d,Stroke,150,"",492.400617142107,"",514.7081518724005
4715,2015,S08000022,"",under75 years,"",All,d,Stroke,40,"",13.7676096331965,"",12.21032443574232
